Bass,Bass peak,Clave,Clave peak,Guitar,Guitar peak,Tres,Tres peak,Bongos,Bongos peak,Bell,Bell peak,Trumpet,Trumpet peak
,,,,309.298389,0.191939,,,,,,,,
,,,,309.538571,0.641216,,,,,,,,
,,,,309.794759,0.372667,,,,,,,,
,,,,310.000486,0.468054,,,,,,,,
,,,,310.210194,0.197235,,,,,,,,
,,,,310.432335,0.644132,,,,,,,,
,,,,310.669446,0.242876,,,,,,,,
,,,,310.847733,0.166863,,,,,,,,
,,,,311.084034,0.278912,,,,,,,,
,,,,311.312996,0.436098,,,,,,,,
,,,,311.574701,0.459043,,,,,,,,
,,,,311.783119,0.397198,,,,,,,,
,,,,311.990913,0.234246,,,,,,,,
,,,,312.22762,0.444875,,,,,,,,
,,,,312.454299,0.1111,,,,,,,,
,,,,312.676159,0.470772,,,,,,,,
,,,,312.892046,0.198451,,,,,,,,
,,,,313.120307,0.644269,,,,,,,,
,,,,313.381545,0.433485,,,,,,,,
,,,,313.579398,0.238429,,,,,,,,
,,,,313.801948,0.19412,,,,,,,,
,,,,314.029272,0.709858,,,,,,,,
,,,,314.291855,0.16771,,,,,,,,
,,,,314.490996,0.316912,,,,,,,,
,,,,314.74034,0.247714,,,,,,,,
,,,,314.961794,0.465917,,,,,,,,
,,,,315.415807,0.317197,,,,,,,,
,,,,315.613855,0.13619,,,,,,,,
,,,,315.852047,0.617559,,,,,,,,
,,,,316.0606,0.173672,,,,,,,,
,,,,316.287864,0.443827,,,,,,,,
,,,,316.485931,0.218323,,,,,,,,
,,,,316.730213,0.18986,,,,,,,,
,,,,316.970292,0.388338,,,,,,,,
,,,,317.202412,0.419642,,,,,,,,
,,,,317.400541,0.225013,,,,,,,,
,,,,317.629326,0.685901,,,,,,,,
,,,,317.867257,0.200906,,,,,,,,
,,,,318.091269,0.553148,,,,,,,,
,,,,318.28701,0.189683,,,,,,,,
,,,,318.540248,0.516727,,,,,,,,
,,,,318.804525,0.238928,,,,,,,,
,,,,319.198094,0.158289,,,,,,,,
,,,,319.444752,0.530256,,,,,,,,
,,,,319.675717,0.294863,,,,,,,,
,,,,319.878287,0.689826,,,,,,,,
,,,,320.08332,0.183676,,,,,,,,
,,,,320.297739,0.716486,,,,,,,,
,,,,320.534623,0.352223,,,,,,,,
,,,,320.752516,0.305962,,,,,,,,
,,,,320.968313,0.220911,,,,,,,,
,,,,321.183747,0.580252,,,,,,,,
,,,,321.446176,0.338238,,,,,,,,
,,,,321.643975,0.613119,,,,,,,,
,,,,321.863556,0.202232,,,,,,,,
,,,,322.094925,0.529432,,,,,,,,
,,,,322.360853,0.133908,,,,,,,,
,,,,322.553884,0.459421,,,,,,,,
,,,,322.768932,0.184837,,,,,,,,
,,,,322.99353,0.447495,,,,,,,,
,,,,323.202904,0.257539,,,,,,,,
,,,,323.439491,0.230974,,,,,,,,
,,,,323.634515,0.202654,,,,,,,,
,,,,323.886144,0.555879,,,,,,,,
,,,,324.104461,0.219228,,,,,,,,
,,,,324.339036,0.347984,,,,,,,,
,,,,324.554564,0.205805,,,,,,,,
,,,,324.789258,0.365518,,,,,,,,
,,,,324.986615,0.280383,,,,,,,,
,,,,325.229021,0.413618,,,,,,,,
,,,,325.422316,0.234042,,,,,,,,
,,,,325.689207,0.513619,,,,,,,,
,,,,325.896398,0.222407,,,,,,,,
,,,,326.111537,0.223215,,,,,,,,
,,,,326.305322,0.146052,,,,,,,,
,,,,326.534537,0.519306,,,,,,,,
,,,,326.768386,0.246847,,,,,,,,
,,,,326.972128,0.270168,,,,,,,,
,,,,327.190991,0.179602,,,,,,,,
,,,,327.423081,0.604783,,,,,,,,
,,,,327.671146,0.23195,,,,,,,,
,,,,327.889451,0.342718,,,,,,,,
,,,,328.100108,0.156156,,,,,,,,
,,,,328.323839,0.539134,,,,,,,,
,,,,328.529907,0.122707,,,,,,,,
,,,,328.771773,0.343479,,,,,,,,
,,,,328.972175,0.163778,,,,,,,,
,,,,329.234934,0.362304,,,,,,,,
,,,,329.460002,0.157234,,,,,,,,
,,,,329.688196,0.591022,,,,,,,,
,,,,329.911525,0.173998,,,,,,,,
,,,,330.12553,0.71224,,,,,,,,
,,,,330.339121,0.105574,,,,,,,,
,,,,330.573995,0.503528,,,,,,,,
,,,,330.776575,0.172815,,,,,,,,
,,,,331.014288,0.730164,,,,,,,,
,,,,331.200647,0.144589,,,,,,,,
,,,,331.468985,0.4351,,,,,,,,
,,,,331.668021,0.171941,,,,,,,,
,,,,331.913759,0.537724,,,,,,,,
,,,,332.13772,0.29367,,,,,,,,
,,,,332.362165,0.142097,,,,,,,,
,,,,332.591333,0.47122,,,,,,,,
,,,,332.830092,0.453082,,,,,,,,
,,,,333.034292,0.331176,,,,,,,,
,,,,333.246535,0.259707,,,,,,,,
,,,,333.460202,0.135917,,,,,,,,
,,,,333.681936,0.524442,,,,,,,,
,,,,333.878472,0.162347,,,,,,,,
,,,,334.106399,0.187946,,,,,,,,
,,,,334.339848,0.192011,,,,,,,,
,,,,334.547059,0.508485,,,,,,,,
,,,,334.767347,0.426586,,,,,,,,
,,,,335.004574,0.410245,,,,,,,,
,,,,335.214258,0.181633,,,,,,,,
,,,,335.449208,0.678396,,,,,,,,
,,,,335.677444,0.183048,,,,,,,,
,,,,335.89201,0.151715,,,,,,,,
,,,,336.118179,0.185986,,,,,,,,
,,,,336.367445,0.458084,,,,,,,,
,,,,336.609145,0.254888,,,,,,,,
,,,,336.799885,0.429186,,,,,,,,
,,,,337.015093,0.270779,,,,,,,,
,,,,337.226042,0.613828,,,,,,,,
,,,,337.463895,0.192047,,,,,,,,
,,,,337.672537,0.521721,,,,,,,,
,,,,337.867897,0.179481,,,,,,,,
,,,,338.103683,0.690654,,,,,,,,
,,,,338.35295,0.25157,,,,,,,,
,,,,338.562406,0.212481,,,,,,,,
,,,,338.7822,0.255915,,,,,,,,
,,,,338.998492,0.571847,,,,,,,,
,,,,339.235608,0.425969,,,,,,,,
,,,,339.468963,0.527841,,,,,,,,
,,,,339.664548,0.276282,,,,,,,,
,,,,339.922882,0.702261,,,,,,,,
,,,,340.155265,0.550779,,,,,,,,
,,,,340.359896,0.188267,,,,,,,,
,,,,340.568167,0.218821,,,,,,,,
,,,,340.804407,0.449051,,,,,,,,
,,,,341.03201,0.235501,,,,,,,,
,,,,341.243581,0.519086,,,,,,,,
,,,,341.467371,0.225785,,,,,,,,
,,,,341.673879,0.698246,,,,,,,,
,,,,341.902494,0.243142,,,,,,,,
,,,,342.132892,0.409117,,,,,,,,
,,,,342.366639,0.263102,,,,,,,,
,,,,342.569361,0.6806,,,,,,,,
,,,,342.793137,0.250634,,,,,,,,
,,,,343.026535,0.361789,,,,,,,,
,,,,343.24666,0.19218,,,,,,,,
,,,,343.485289,0.523165,,,,,,,,
,,,,343.691642,0.31708,,,,,,,,
,,,,343.905255,0.261293,,,,,,,,
,,,,344.154118,0.200977,,,,,,,,
,,,,344.339199,0.337048,,,,,,,,
,,,,344.538428,0.234408,,,,,,,,
,,,,344.790246,0.195223,,,,,,,,
,,,,344.997418,0.172779,,,,,,,,
,,,,345.236659,0.359728,,,,,,,,
,,,,345.46,0.290674,,,,,,,,
,,,,345.691287,0.237064,,,,,,,,
,,,,345.894398,0.144827,,,,,,,,
,,,,346.133196,0.623319,,,,,,,,
,,,,346.352632,0.427727,,,,,,,,
,,,,346.589845,0.368714,,,,,,,,
,,,,346.818286,0.398241,,,,,,,,
,,,,347.049899,0.548646,,,,,,,,
,,,,347.287599,0.47269,,,,,,,,
,,,,347.475762,0.336462,,,,,,,,
,,,,347.718529,0.312384,,,,,,,,
,,,,347.900927,0.559416,,,,,,,,
,,,,348.115381,0.178411,,,,,,,,
,,,,348.350642,0.695059,,,,,,,,
,,,,348.582126,0.264335,,,,,,,,
,,,,348.78643,0.175327,,,,,,,,
,,,,349.01697,0.176335,,,,,,,,
,,,,349.237716,0.423534,,,,,,,,
,,,,349.416435,0.129259,,,,,,,,
,,,,349.686403,0.436405,,,,,,,,
,,,,349.90353,0.106263,,,,,,,,
,,,,350.114404,0.498582,,,,,,,,
,,,,350.301193,0.106332,,,,,,,,
,,,,350.576685,0.271006,,,,,,,,
,,,,350.830617,0.505271,,,,,,,,
,,,,351.24463,0.149544,,,,,,,,
,,,,351.498633,0.579481,,,,,,,,
,,,,351.715211,0.402688,,,,,,,,
,,,,351.950744,0.168884,,,,,,,,
